DepthAvereagedEveryMeter_mbsf_,BulkDensity,MagneticSusceptibility,NaturalGammaRay,K___,Th_ppm_,U_ppm_,Resistivity,Vp,Vs,Caliper_in_,ROP_m_hr_,Perc100Lithology,PrincLithology,PrincLithology_1m,FullLithology,Predicted,Cluster
240.5,2.57279420512821,4924.21125,,0.0,0.0,0.0,4.99874757142857,4.294,2.0083,11.8248033333333,,,,,,serpentinite,0
241.5,2.5695126,4973.6358974359,,0.0,0.0,0.0,4.015298,4.29526666666667,2.12327142857143,11.8222671428571,,serpentinite,harzburgite,,,serpentinite,0
242.5,2.55625758974359,4538.8758974359,,0.0,0.0,0.0,4.34360514285714,4.09117142857143,1.86818333333333,11.9660033333333,,serpentinite,dunite,,,serpentinite,0
243.5,,,,,,,,,,,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
244.5,,,,,,,,,,,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
245.5,2.54760751282051,4580.677,0.215461323333333,0.117842796666667,0.025519067,,4.26356283333333,4.23682857142857,2.0391,11.6122214285714,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
246.5,2.533561525,4624.35615384615,,0.0228625485714286,,,3.93871585714286,4.25641666666667,1.93621428571429,11.6102228571429,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
247.5,2.56344407692308,4562.87384615385,,0.0,0.0,0.0,3.69771457142857,4.11967142857143,1.94058333333333,11.6355516666667,,,harzburgite,,,serpentinite,0
248.5,2.55434538461538,4519.39925,,0.0,0.0,0.0,4.87524016666667,4.18076666666667,1.97894285714286,11.68114,8.4,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
249.5,2.5679877,4454.71974358974,,0.0,0.0,0.0,4.73971428571429,4.06321428571429,1.84675,11.6333516666667,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
250.5,2.52641830769231,4470.84307692308,,0.0,0.0,0.0,5.10522183333333,4.03703333333333,1.90267142857143,11.61233,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
251.5,2.55609474358974,4121.065,,0.0,0.0,0.0,5.70973385714286,4.1985,1.91485714285714,11.6067966666667,,serpentinite,harzburgite,,,serpentinite,0
252.5,2.5788758,4161.32461538462,,0.0,0.0,0.0,5.41811533333333,4.17281666666667,1.93785,11.6320142857143,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
253.5,2.51254425641026,4123.34675,,0.0,0.0,0.0,3.65987928571429,3.93022857142857,1.81922857142857,11.58662,7.2,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
254.5,2.5284192,3525.42692307692,,0.0,0.0,0.0,4.2420635,4.08668571428572,2.0001,11.3264842857143,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
255.5,2.43751315384615,2420.34153846154,,0.0,0.0,0.0,5.833147,4.24275,2.05621428571429,11.2913714285714,,serpentinite,harzburgite,,,serpentinite,0
256.5,2.56927548717949,2320.77925,,0.0,0.0,0.0,8.65039385714286,4.24741428571429,1.98816666666667,11.3105583333333,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
257.5,2.592437875,3511.68923076923,,0.0,0.0,0.0,9.45450833333333,4.28121666666667,2.11635714285714,11.43715,,,,,,serpentinite,0
258.5,2.59088735897436,3420.98692307692,,0.0,0.0,0.0,10.3144614285714,4.34628571428571,2.07936666666667,11.7510616666667,5.3,,harzburgite,,,serpentinite,0
259.5,2.56441615384615,3892.06075,,,0.0277229988571429,,6.483891,4.12316666666667,2.0428,11.8224571428571,,serpentinite,harzburgite,,,serpentinite,0
260.5,2.5371673,3235.34512820513,,0.0,0.0,0.0,5.78672728571429,4.14571428571429,1.96248571428571,11.82701,,,,,,serpentinite,0
261.5,2.55601633333333,2813.7035,,0.0,0.0,0.0,4.08560633333333,4.06685714285714,1.9616,11.8271728571429,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
262.5,2.57053282051282,3701.60948717949,,0.0,0.0,0.0,4.26456471428571,4.0482,2.0345,11.8521416666667,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
263.5,2.54176525,4135.94051282051,0.21472744,0.011816135,0.0185980916666667,,5.75463928571429,4.09437142857143,2.07166666666667,11.4660657142857,7.2,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
264.5,2.52672271794872,4169.00375,,0.0089825931428571,0.0060938191428571,,5.80049383333333,4.12095,1.98741428571429,11.1670528571429,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
265.5,2.5332916,4213.36461538462,,0.0137856266666667,0.0121492116666667,,6.92276257142857,4.18688571428571,1.93145,10.822995,,,,,,serpentinite,0
266.5,2.5088228974359,4117.49641025641,,0.0,0.0,0.0,4.795733,4.1444,1.93732857142857,10.5433685714286,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
267.5,2.58963725641026,3656.4025,,0.0,0.0,0.0,6.17597914285714,4.29247142857143,1.9433,10.5384266666667,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
268.5,2.565376925,3711.33794871795,,0.0,0.0,0.0,4.87856516666667,4.3863,1.97587142857143,10.53873,6.5,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
269.5,2.55733676923077,4421.17846153846,,0.0,0.0,0.0,5.73629042857143,4.49051428571429,2.05165714285714,10.5338783333333,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
270.5,2.55421069230769,4590.0325,0.0134338066666667,0.0,0.0,0.0,6.42096383333333,4.39887142857143,2.09063333333333,10.5353928571429,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
271.5,2.54625955,4881.78487179487,,0.0,0.0,0.0,5.23053814285714,4.40611666666667,1.97908571428571,10.5327914285714,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
272.5,2.58601346153846,4651.07325,,0.0,0.0,0.0,5.18941957142857,4.30818571428571,1.9014,10.569115,8.2,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
273.5,2.567141125,4551.10923076923,0.110074531428571,0.0242116298571429,0.309699307142857,,3.64208416666667,4.23418333333333,2.00162857142857,10.6245071428571,,,harzburgite,,,serpentinite,0
274.5,2.55066974358974,5137.07692307692,,0.0086477483333333,0.282697794166667,,4.02872657142857,4.25441428571429,2.0085,10.6186066666667,,serpentinite,harzburgite,,,serpentinite,0
275.5,2.55474730769231,4684.1305,,0.0,0.0,0.0,5.045281,4.19983333333333,1.95771428571429,10.4758085714286,,serpentinite,harzburgite,,,serpentinite,0
276.5,2.5275726,4372.42051282051,,0.0,0.0,0.0,4.871081,4.12244285714286,1.96914285714286,10.4774733333333,,serpentinite,harzburgite,,,serpentinite,0
277.5,2.55044561538462,4086.56256410256,0.0993512266666667,0.0005833626666666,,0.001084706,5.71784916666667,4.16104285714286,2.0601,10.4792042857143,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
278.5,2.52399341025641,4333.51725,0.0905415374285714,,0.005081691,,4.99334842857143,4.00515,2.1623,10.4795966666667,8.4,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
279.5,2.557405425,4538.92641025641,0.110358366666667,,,0.0507225336666667,5.16508242857143,4.2722,2.14308333333333,10.4765271428571,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
280.5,2.60311117948718,4684.7615,,0.0,0.0,0.0,5.7232735,4.46506666666667,2.11961428571429,10.4771657142857,,serpentinite,harzburgite,,,serpentinite,0
281.5,2.606610025,4606.32384615385,,0.0,0.0,0.0,6.92086042857143,4.56122857142857,2.08588333333333,10.4720583333333,5.8,serpentinite,harzburgite,,,serpentinite,0
282.5,2.55829364102564,4876.8541025641,,,,93.1479618571429,5.43962316666667,4.34798333333333,2.03102857142857,10.4747857142857,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
283.5,2.54992469230769,5049.86075,,0.0,0.0,0.0,6.26661542857143,4.37907142857143,1.94153333333333,10.4750483333333,,,,,,serpentinite,0
284.5,2.560553875,4497.46333333333,,0.0,0.0,0.0,6.366177,4.40751666666667,1.978,10.4750071428571,,,,,,serpentinite,0
285.5,2.57941433333333,4663.97641025641,,0.0,0.0,0.0,7.50603214285714,4.31087142857143,2.05115714285714,10.47115,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
286.5,2.60169148717949,4787.83375,,0.0,0.0,0.0,8.8364,4.48292857142857,2.04886666666667,10.4755657142857,,,harzburgite,harzburgite,harzburgite,serpentinite,0
287.5,2.6141972,4800.79153846154,,0.0,0.0,0.0,8.61328342857143,4.5044,2.0398,10.4701071428571,6.5,,harzburgite,harzburgite,harzburgite,serpentinite,0
288.5,2.59915866666667,5075.8555,,0.0,0.0,0.0,7.70693142857143,4.4698,2.01701666666667,10.4675566666667,,,harzburgite,harzburgite,harzburgite,serpentinite,0
289.5,2.58754948717949,4939.31461538462,,0.0,0.0,0.0,8.14624066666667,4.45715,2.0375,10.4822085714286,,,harzburgite,,,serpentinite,0
290.5,2.557487325,4330.85282051282,,0.0,0.0,0.0,9.25676157142857,4.25824285714286,2.00598333333333,10.4952666666667,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
291.5,2.58033543589744,4078.50775,,0.0,0.0,0.0,6.5926375,4.32586666666667,2.02328571428571,10.5208328571429,,serpentinite,harzburgite,,,serpentinite,0
292.5,2.5926801,4824.40512820513,0.130132092857143,,0.920521253428571,,5.39636457142857,4.59694285714286,2.07985714285714,10.537895,5.2,,harzburgite,harzburgite,harzburgite,serpentinite,0
293.5,2.52667169230769,5149.18666666667,0.109507708333333,,0.060864715,,7.88536833333333,4.32435714285714,2.1435,10.6449614285714,,serpentinite,harzburgite,,,serpentinite,0
294.5,2.61480423076923,4167.108,0.135189072857143,,0.148127392571429,,4.56209971428571,4.25793333333333,2.06,10.6494116666667,,,harzburgite,,,serpentinite,0
295.5,2.511462975,4861.59256410256,,1.97166666666667e-05,0.0023220951666666,,5.85750628571429,4.22638571428571,1.88423333333333,10.7659,,,harzburgite,harzburgite,harzburgite,serpentinite,0
296.5,2.49632848717949,4253.73179487179,0.220215564285714,0.0034469847142857,0.0108725861428571,0.0134382735714286,6.85622133333333,4.00006666666667,1.91067142857143,10.7935014285714,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
297.5,2.7132942051282,3164.12325,0.299971138333333,0.0123589231666667,,0.0671723455666667,10.9298834285714,4.63835714285714,2.11835,10.522765,5.3,,gabbronorite,,,serpentinite,1
298.5,2.469147325,4343.10384615385,0.0565093794285714,0.0009767206857142,,0.0254571627142857,10.7937755,4.5196,1.85518571428571,10.5525428571429,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
299.5,2.48966653846154,3811.91675,,0.0,0.0,0.0,5.15978828571428,4.06304285714286,1.85155,10.58123,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
300.5,2.481906,4372.54564102564,0.064131505,0.0,0.0,0.0,4.5530005,4.1472,1.9004,10.4561828571429,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
301.5,2.51315851282051,4982.57974358974,,0.0,0.0,0.0,5.83047385714286,4.36802857142857,1.89791428571429,10.4536,5.8,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
302.5,2.55935351282051,5477.463,,0.0,0.0,0.0,4.80370266666667,4.38632857142857,1.93891666666667,10.5089542857143,,,harzburgite,,,serpentinite,0
303.5,2.51790485,5460.33974358974,,0.0,0.0,0.0,3.459427,4.3865,1.97625714285714,10.5603457142857,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
304.5,2.52161315384615,4843.37923076923,,0.0,0.0,0.0,3.39442185714286,4.23022857142857,1.9958,10.60632,,,,,,serpentinite,0
305.5,2.65175017948718,4978.7325,,0.0,0.0,0.0,5.00754683333333,4.19218333333333,1.8091,10.6198657142857,,,harzburgite,,,serpentinite,0
306.5,2.6054643,1804.58256410256,,0.0051602093333333,,0.0229956866666667,2.47045557142857,4.26682857142857,1.91466666666667,10.6328883333333,6.5,,harzburgite,,,serpentinite,0
314.5,2.704280575,624.774102564103,0.459045314285714,0.0189430408571429,0.0624042185714286,0.0480406717142857,6.53569266666667,5.06843333333333,2.16211428571429,10.9054785714286,,,gabbro,,,serpentinite,1
315.5,2.54922151282051,794.9005,0.272243985714286,0.0024666331285714,0.1554171,,0.933800742857143,4.6204,2.0316,11.4898683333333,,,harzburgite,harzburgite,harzburgite,serpentinite,1
316.5,2.55524415384615,4454.77846153846,,0.0377606883333333,,,2.5014335,4.27405,1.88214285714286,11.3705557142857,7.4,,harzburgite,harzburgite,harzburgite,serpentinite,0
317.5,2.5477009,4723.92692307692,,0.0,0.0,0.0,3.262845,4.29262857142857,2.15024285714286,11.35315,,,harzburgite,harzburgite,harzburgite,serpentinite,0
318.5,2.55975258974359,4874.67375,,0.0,0.0,0.0,4.1479685,4.61338571428571,2.11696666666667,11.3594971428571,,,,,,serpentinite,0
319.5,2.5744519,5240.84384615385,,0.0,0.0,0.0,3.20759457142857,4.45001666666667,2.07698571428571,11.36394,,,harzburgite,harzburgite,harzburgite,serpentinite,0
320.5,2.57898461538462,5112.34153846154,,0.0,0.0,0.0,3.560053,4.55861428571429,2.54871666666667,11.4037916666667,,,harzburgite,harzburgite,harzburgite,serpentinite,0
321.5,2.6395047948718,1294.51575,,,,0.214985857142857,1.36804245,4.74425,1.97851428571429,11.4321571428571,7.2,,harzburgite,harzburgite,harzburgite,serpentinite,1
322.5,2.6509758,410.21282051282,0.450203503333333,,,0.340278795,2.7805206,4.81544285714286,1.87371666666667,11.2905433333333,,,harzburgite,harzburgite,harzburgite,serpentinite,1
323.5,2.67714892307692,343.497692307692,0.186733845714286,0.0214442858571429,,,5.626865,4.24946666666667,2.00994285714286,10.8773,,,,,,serpentinite,1
324.5,2.66217997435897,436.70225,0.11285492,0.02268206,,,2.25652328571429,4.50942857142857,2.41348571428571,10.9029166666667,,,harzburgite,,,serpentinite,1
325.5,2.514892525,581.901025641026,,0.0074660155,,,6.15437633333333,4.7983,2.24736666666667,10.7690128571429,9.8,,gabbro,gabbro,gabbro,serpentinite,1
326.5,2.7392141025641,448.7995,0.796017628571429,0.0119800084285714,,0.136473336285714,7.38972971428571,4.34578571428571,2.14952857142857,10.73286,,,harzburgite,,,serpentinite,1
328.5,2.44608392307692,3404.92282051282,,,0.01624597,,3.33338171428571,3.97638333333333,1.81667142857143,11.4396985714286,,,,,,serpentinite,0
329.5,2.51882451282051,5343.5265,,,0.0210679726666667,0.0668937883333333,3.465478,4.45651428571429,1.82408333333333,10.5359483333333,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
330.5,2.524328575,4831.29051282051,0.497751498571429,,0.113722162857143,0.0625388954571429,3.35400266666667,4.3047,1.94737142857143,10.5927057142857,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
331.5,2.51366451282051,4975.8158974359,,0.0,0.0,0.0,4.13208071428571,4.06302857142857,1.94166666666667,10.5272,6.4,,harzburgite,harzburgite,harzburgite,serpentinite,0
332.5,2.48306761538462,4783.8215,,,0.0241841027142857,0.0267348014285714,4.88448666666667,4.0529,1.90814285714286,10.5081557142857,,,harzburgite,harzburgite,harzburgite,serpentinite,0
333.5,2.512015775,4819.78230769231,0.0101378657142857,0.0,0.0,0.0,5.786682,4.16822857142857,2.11381428571429,10.50234,,,harzburgite,,,serpentinite,0
334.5,2.55239351282051,5046.91175,,0.0,0.0,0.0,5.20179516666667,4.32282857142857,2.35888333333333,10.5043528571429,,,harzburgite,harzburgite,harzburgite,serpentinite,0
335.5,2.6707534,2882.96564102564,,0.361853142857143,0.356756714285714,,8.10971471428571,4.49608333333333,2.28265714285714,10.5431157142857,8.4,,harzburgite,,,serpentinite,1
336.5,2.59713202564103,539.267435897436,,,,0.0544685333333333,5.71327657142857,4.638,1.94528333333333,10.5180316666667,,serpentinite,harzburgite,,,serpentinite,1
337.5,2.66246484615385,454.99375,0.286828407285714,,0.838811695714286,,5.00578583333333,4.1548,1.9799,10.6718885714286,,,,,,serpentinite,1
338.5,2.5463558,3467.57846153846,,0.0044800816666666,,0.0566943666666667,4.57786757142857,4.56997142857143,2.02265,10.51737,,,troctolite,,,serpentinite,0
339.5,2.54065430769231,5269.56076923077,,,0.0021302514285714,0.0010546728571428,4.75990683333333,4.53361666666667,1.9341,10.4391528571429,7.2,,harzburgite,,,serpentinite,0
340.5,2.60041807692308,5027.90625,0.111166737142857,0.0497004985714286,,,4.22348471428572,4.4427,1.85211428571429,10.4380033333333,,,harzburgite,harzburgite,harzburgite,serpentinite,0
341.5,2.56687065,4762.93333333333,0.107145911666667,0.0024509673333333,0.005279885,,5.6150145,4.45215,1.84361666666667,10.4648228571429,,,,,,serpentinite,0
342.5,2.53221279487179,5091.79076923077,,0.0282566,,0.276671228571429,3.86027842857143,4.33784285714286,2.01452857142857,10.4604416666667,,,,,,serpentinite,0
343.5,2.58727333333333,5072.42225,,,,0.0522507233333333,5.26991233333333,4.73822857142857,2.19218333333333,10.4597957142857,,,harzburgite,harzburgite,harzburgite,serpentinite,0
344.5,2.600161075,3838.52538461539,0.231396714285714,,1.43108919142857,,7.63709828571429,4.4426,2.18997142857143,10.4684957142857,,,harzburgite,,,serpentinite,0
345.5,2.57681641025641,121.1955,,,,0.279777726666667,4.67091428571428,4.27747142857143,2.1242,10.4637883333333,6.5,,harzburgite,,,serpentinite,1
346.5,2.58288935,2722.88307692308,0.0700814571428572,0.0696706571428571,0.1738552,,6.50382366666667,4.28101666666667,2.13831428571429,10.4701385714286,,,gabbro,,,serpentinite,0
347.5,2.52344438461538,5533.61641025641,,0.0,0.0,0.0,5.61741714285714,4.12182857142857,1.98733333333333,10.4653433333333,,serpentinite,harzburgite,,,serpentinite,0
348.5,2.58614743589744,5012.9635,,0.0,0.0,0.0,5.52722216666667,4.5978,1.89658571428571,10.4670214285714,,,harzburgite,harzburgite,harzburgite,serpentinite,0
349.5,2.604903425,2765.81282051282,,0.0,0.0,0.0,5.35021578571429,4.5372,2.19062857142857,10.4690683333333,,,olivine gabbro,,,serpentinite,0
350.5,2.59709892307692,4624.00948717949,,0.0,0.0,0.0,8.24141621666667,4.64482857142857,2.06708333333333,10.5249985714286,7.2,,harzburgite,harzburgite,harzburgite,serpentinite,0
351.5,2.57804646153846,5426.78325,0.0886087457142857,,,0.252454514285714,4.34792714285714,4.75675,2.14518571428571,10.5651683333333,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
352.5,2.6014397,5197.1841025641,0.0029809516666666,,0.127859645333333,0.03593011,5.52563171428571,4.95592857142857,2.26938333333333,10.5739285714286,,serpentinite,harzburgite,,,serpentinite,0
353.5,2.65827394871795,4934.3885,,0.0,0.0,0.0,4.366025,5.10935,2.36157142857143,10.61286,,,harzburgite,harzburgite,harzburgite,serpentinite,0
354.5,2.6473722,4501.95051282051,,0.0,0.0,0.0,27.50907,5.39132857142857,2.36605,10.68674,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,1
355.5,2.59778825641026,1592.15948717949,0.31485525,0.0645980571428571,0.207621685714286,,10.7104723333333,4.62575,2.06221428571429,10.66773,6.5,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,1
356.5,2.575585,410.53275,,0.0171105314285714,,,2.74431528571429,4.29675714285714,2.05888333333333,10.463255,,,harzburgite,,,serpentinite,1
357.5,2.6504434,589.522820512821,0.394263033333333,0.0679574083333333,0.138037872,,5.270245,4.61785,2.38692857142857,10.46214,,,gabbronorite,,,serpentinite,1
358.5,2.68429848717949,1529.45333333333,,0.0022919997142857,0.0530219285714286,0.01710776,32.6444724285714,5.14047142857143,2.48238571428571,10.456885,,,dunite,,,serpentinite,1
359.5,2.72233764102564,1819.583,0.2992681,,0.347177098333333,0.474686176666667,19.430333,4.88975714285714,2.3016,10.47227,5.8,,harzburgite,,,serpentinite,1
360.5,2.542500325,3415.57358974359,,,0.0112895853285714,0.0325534666857143,16.8445334285714,4.6293,2.11985714285714,10.5011228571429,,,gabbro,,,serpentinite,1
361.5,2.59428438461538,4942.26225,,0.0,0.0,0.0,6.10377971428571,4.71268571428571,2.1399,10.5024083333333,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
362.5,2.5795464,4692.71076923077,,0.0336659457142857,0.0758394428571428,,6.5682835,4.85921666666667,2.26805714285714,10.5113214285714,,,,,,serpentinite,0
363.5,2.73047212820513,2274.05384615385,,0.0084730866666666,0.0201668,,19.0658944285714,4.54605714285714,2.16118333333333,10.5389,11.8,,gabbronorite,,,serpentinite,1
366.5,2.46208243589744,4215.37179487179,,0.0,0.0,0.0,11.1597395,3.80035714285714,2.00528333333333,10.7597342857143,,,,,,serpentinite,0
367.5,2.47617730769231,4290.09525,,0.0,0.0,0.0,8.54914928571429,4.1253,1.89561428571429,11.279635,,,harzburgite,harzburgite,harzburgite,serpentinite,0
368.5,2.63389105,2962.04948717949,,,0.0115183733333333,0.233981866666667,16.2772442857143,4.27844285714286,1.84693333333333,11.0624828571429,14.4,,harzburgite,,,serpentinite,1
369.5,2.67596617948718,2232.57846153846,,0.0,0.0,0.0,10.492464,4.46353333333333,1.7909,11.0278985714286,,,,,,serpentinite,1
370.5,2.41279148717949,3477.20575,,0.0,0.0,0.0,9.36211871428571,4.50404285714286,1.70288333333333,11.5947633333333,,,,,,serpentinite,0
371.5,2.578057175,798.317948717949,0.148391034285714,0.0453671697142857,0.354365141428571,,9.02299233333333,4.29331666666667,1.77987142857143,11.4304785714286,,,,,,serpentinite,1
372.5,2.69416412820513,391.36475,0.157481974285714,,0.168150607142857,,9.73917585714286,4.21694285714286,1.78633333333333,11.1102816666667,,,gabbronorite,,,serpentinite,1
373.5,2.663851925,1982.83358974359,,0.0,0.0,0.0,6.27663266666667,4.65341666666667,2.00637142857143,11.12957,11.8,,harzburgite,harzburgite,harzburgite,serpentinite,1
374.5,2.51424412820513,4030.21025641026,,0.0,0.0,0.0,4.73416,4.51258571428571,1.8635,11.1841616666667,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
375.5,2.40728066666667,4313.989,,0.0,0.0,0.0,5.419994,4.2883,1.80493333333333,11.4306171428571,,,,,,serpentinite,0
376.5,2.508693675,1164.5258974359,0.0523053841428571,,,0.0263299114285714,5.02718242857143,3.84756666666667,1.85595714285714,11.8488314285714,,,,,,serpentinite,0
377.5,2.60159617948718,1685.53461538462,,0.0,0.0,0.0,10.3059174285714,5.02314285714286,1.9549,11.7323033333333,,,harzburgite,harzburgite,harzburgite,serpentinite,1
378.5,2.58444984615385,2082.45625,,0.0,0.0,0.0,7.89102316666667,4.7531,2.27091428571429,11.0291914285714,,,harzburgite,harzburgite,harzburgite,serpentinite,1
379.5,2.569152425,2764.37897435897,,0.0,0.0,0.0,7.26304757142857,4.53155714285714,2.06001666666667,10.955305,9.6,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
380.5,2.52366192307692,4697.075,,0.0,0.0,0.0,7.53051066666667,4.3215,1.90315714285714,10.9500357142857,,serpentinite,harzburgite,,,serpentinite,0
381.5,2.536925725,5296.35820512821,,0.0,0.0,0.0,7.81214228571429,4.35884285714286,1.90368571428571,10.94848,,,,,,serpentinite,0
382.5,2.63135384615385,2975.5941025641,0.079724795,,2.99471666666667,,38.7927333333333,4.72201666666667,2.15751666666667,11.0439171428571,,,harzburgite,harzburgite,harzburgite,serpentinite,1
383.5,2.80249271794872,1035.998,,,,0.582942857142857,8.01903785714286,4.71195714285714,2.0545,11.36418,9.8,,harzburgite,harzburgite,harzburgite,serpentinite,1
384.5,2.54861605,1562.62974358974,,0.0,0.0,0.0,8.63812857142857,4.67651428571429,1.91011666666667,11.0718685714286,,,,,,serpentinite,1
385.5,2.50799828205128,4300.63794871795,,0.0,0.0,0.0,3.58763966666667,4.08023333333333,1.7611,10.5192871428571,,,,,,serpentinite,0
386.5,2.6839282051282,2893.09975,,0.0,0.0,0.0,7.91590828571429,4.5269,2.11256666666667,10.5250233333333,,,,,,serpentinite,1
388.5,2.61852925641026,4040.39975,,0.0,0.0,0.0,3.13252657142857,4.27142857142857,2.09313333333333,10.4234616666667,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
389.5,2.61931861538462,5133.72461538461,,0.0,0.0,0.0,2.55040833333333,4.57061666666667,2.0119,10.4134914285714,7.2,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
390.5,2.645569375,5200.96102564102,,0.0,0.0,0.0,2.66744114285714,4.64118571428571,2.11231428571429,10.4119066666667,,serpentinite,,,,serpentinite,0
391.5,2.58836484615385,5300.6075,,0.0,0.0,0.0,3.32377833333333,4.43881428571429,2.02396666666667,10.4103971428571,,,,,,serpentinite,0
392.5,2.605210625,5390.44435897436,,0.0,0.0,0.0,3.979934,4.59888333333333,1.96942857142857,10.4229985714286,,serpentinite,harzburgite,harzburgite,harzburgite,serpentinite,0
393.5,2.56051215384615,5688.20102564103,0.0789017333333334,0.0,0.0,0.0,2.20980785714286,4.43017142857143,1.85166666666667,10.42493,6.5,serpentinite,dunite,dunite,dunite,serpentinite,0
394.5,2.5466841025641,5710.5925,,0.0,0.0,0.0,2.14964183333333,4.32871666666667,1.87808571428571,10.4295585714286,,serpentinite,dunite,,,serpentinite,0
395.5,2.56134295,5722.28692307692,,0.0,0.0,0.0,2.43436271428571,4.17065714285714,1.89218333333333,10.4344383333333,,,,,,serpentinite,0
396.5,2.562449,5759.60717948718,,0.0,0.0,0.0,2.13830183333333,4.27781666666667,1.92318571428571,10.4229257142857,,,,,,serpentinite,0
397.5,2.56430025641026,5754.42975,,0.0,0.0,0.0,1.757234,4.19538571428571,1.92087142857143,10.4225733333333,,serpentinite,dunite,dunite,dunite,serpentinite,0
398.5,2.548865225,5582.50487179487,,0.21999969,,,1.77050683333333,4.12523333333333,1.95498333333333,10.4219771428571,,serpentinite,dunite,dunite,dunite,serpentinite,0
399.5,2.5271271025641,5712.24525,,0.0,0.0,0.0,2.30687385714286,4.19564285714286,1.89178571428571,10.4240983333333,7.2,,,,,serpentinite,0
400.5,2.585241,4763.29871794872,,0.0,0.0,0.0,2.87222983333333,4.19535714285714,2.00883333333333,10.4119571428571,,serpentinite,,,,serpentinite,0
401.5,2.63964187179487,4962.06871794872,,0.0,0.0,0.0,3.12452042857143,4.3227,2.2193,10.4069414285714,,serpentinite,gabbronorite,,,serpentinite,0
402.5,2.64220438461538,5179.213,,0.0,0.0,0.0,3.52803285714286,4.85017142857143,2.26781666666667,10.400445,,serpentinite,harzburgite,,,serpentinite,0
403.5,2.6639937,5154.97923076923,,0.0,0.0,0.0,4.48904283333333,4.87876666666667,2.21127142857143,10.4002142857143,,serpentinite,harzburgite,,,serpentinite,0
404.5,2.62085994871795,5273.02769230769,,0.0,0.0,0.0,4.12884942857143,4.81862857142857,2.19141666666667,10.4034666666667,7.4,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
405.5,2.63220887179487,5366.9005,,0.0,0.0,0.0,2.19200716666667,4.71218333333333,2.15561428571429,10.4037514285714,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
406.5,2.63655765,5106.8682051282,,0.0,0.0,0.0,2.27722414285714,4.70075714285714,1.99478571428571,10.40502,,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
407.5,2.60405823076923,5223.71675,,0.0,0.0,0.0,2.17752333333333,4.63605714285714,2.03963333333333,10.4149314285714,,,harzburgite,,,serpentinite,0
408.5,2.575953475,5368.01256410256,,0.0,0.0,0.0,3.26947957142857,4.47088333333333,1.98508571428571,10.4357728571429,8.2,,gabbronorite,gabbronorite,harzburgite,serpentinite,0
